"predictor_set","term","target","omega","odds_ratio","sign","regulation_type","hdi_lower95","hdi_upper95","eti_lower95","eti_upper95","retained","credibility","response_mode","response_label","response_source","response_trigger","dominant_direction","class_0_count","class_1_count","min_class_count","jitter_used","jitter_scale_factor","jitter_scale","jitter_basis","jitter_basis_value","jitter_attempts","predictor_jitter_used","predictor_jitter_scale_factor","predictor_jitter_variables","effect_interpretation","analysis_mode","pairwise_predictor","rel_strength","n_predictors","pairwise_target","method"
"all_predictors","Y","dY",-0.661035823464866,0.516316244928591,-1,"inhibition",-3.2763828,1.8531519,-3.4014699275,1.7481046275,FALSE,"uncertain","directional","raw_first_derivative_direction","Y_d1","raw_directional",-1,66,32,32,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,"positive_beta_increases_probability_of_target_increase","multivariable",NA,NA,NA,NA,"Bayesian Logistic (brms)"
"all_predictors","X_d1","dY",1.10310278932237,3.01350179418242,1,"activation",-1.5290823,3.729877,-1.5625707675,3.70257244,FALSE,"uncertain","directional","raw_first_derivative_direction","Y_d1","raw_directional",-1,66,32,32,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,"positive_beta_increases_probability_of_target_increase","multivariable",NA,NA,NA,NA,"Bayesian Logistic (brms)"
"all_predictors","X_d2","dY",-1.42125547420108,0.241410741601774,-1,"inhibition",-4.363585,1.289244,-4.4106638475,1.2531743825,FALSE,"uncertain","directional","raw_first_derivative_direction","Y_d1","raw_directional",-1,66,32,32,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,"positive_beta_increases_probability_of_target_increase","multivariable",NA,NA,NA,NA,"Bayesian Logistic (brms)"
"all_predictors","Y_d2","dY",-0.245242777091476,0.782514538575305,-1,"inhibition",-3.0477226,2.3417588,-2.9588346775,2.44809285,FALSE,"uncertain","directional","raw_first_derivative_direction","Y_d1","raw_directional",-1,66,32,32,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,"positive_beta_increases_probability_of_target_increase","multivariable",NA,NA,NA,NA,"Bayesian Logistic (brms)"
"original","X","dX",-0.422319144046959,0.655524799169043,-1,"inhibition",-0.84871831,-0.0066925837,-0.84564848125,0.00354876784749996,TRUE,"credible","directional","raw_first_derivative_direction","X_d1","raw_directional",1,41,57,41,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,"positive_beta_increases_probability_of_target_increase","pairwise","X",NA,NA,"X","Bayesian Logistic (brms)"
"second_derivative","X_d2","dX",0.192033736578174,1.21171139527156,1,"activation",-0.26165617,0.59697197,-0.23624870775,0.624640084,FALSE,"uncertain","directional","raw_first_derivative_direction","X_d1","raw_directional",1,41,57,41,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,"positive_beta_increases_probability_of_target_increase","pairwise","X",NA,NA,"X","Bayesian Logistic (brms)"
"all_predictors","X","dX",-0.505503526765501,0.603201770710006,-1,"inhibition",-1.0455573,0.018273932,-1.04157611,0.0240094100749999,FALSE,"uncertain","directional","raw_first_derivative_direction","X_d1","raw_directional",1,41,57,41,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,"positive_beta_increases_probability_of_target_increase","pairwise","X",NA,NA,"X","Bayesian Logistic (brms)"
"all_predictors","X_d2","dX",-0.122942224469694,0.884314752838725,-1,"inhibition",-0.64697792,0.40440233,-0.6488218925,0.40359809425,FALSE,"uncertain","directional","raw_first_derivative_direction","X_d1","raw_directional",1,41,57,41,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,"positive_beta_increases_probability_of_target_increase","pairwise","X",NA,NA,"X","Bayesian Logistic (brms)"
"original","Y","dX",-4.803380849675,0.00820197049202336,-1,"inhibition",-6.5967326,-3.0752726,-6.7964365875,-3.2137177425,TRUE,"credible","directional","raw_first_derivative_direction","X_d1","raw_directional",1,41,57,41,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,"positive_beta_increases_probability_of_target_increase","pairwise","Y",NA,NA,"X","Bayesian Logistic (brms)"
"first_derivative","Y_d1","dX",-0.263199486527156,0.768588558954763,-1,"inhibition",-0.66151927,0.1471431,-0.67889270275,0.134353021,FALSE,"uncertain","directional","raw_first_derivative_direction","X_d1","raw_directional",1,41,57,41,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,"positive_beta_increases_probability_of_target_increase","pairwise","Y",NA,NA,"X","Bayesian Logistic (brms)"
"second_derivative","Y_d2","dX",1.1153020095325,3.05048931693199,1,"activation",0.50822478,1.7399169,0.5557791545,1.8070429025,TRUE,"credible","directional","raw_first_derivative_direction","X_d1","raw_directional",1,41,57,41,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,"positive_beta_increases_probability_of_target_increase","pairwise","Y",NA,NA,"X","Bayesian Logistic (brms)"
"all_predictors","Y","dX",-6.09362445375,0.00225721290697576,-1,"inhibition",-8.3360089,-4.0244749,-8.4408754475,-4.103120515,TRUE,"credible","directional","raw_first_derivative_direction","X_d1","raw_directional",1,41,57,41,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,"positive_beta_increases_probability_of_target_increase","pairwise","Y",NA,NA,"X","Bayesian Logistic (brms)"
"all_predictors","Y_d1","dX",-1.18828156970046,0.304744496545153,-1,"inhibition",-2.5900989,-0.053223004,-2.6020884425,-0.0607185791250007,TRUE,"credible","directional","raw_first_derivative_direction","X_d1","raw_directional",1,41,57,41,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,"positive_beta_increases_probability_of_target_increase","pairwise","Y",NA,NA,"X","Bayesian Logistic (brms)"
"all_predictors","Y_d2","dX",-1.07928832212661,0.339837294286936,-1,"inhibition",-3.010315,1.1532959,-2.9830507375,1.19298868,FALSE,"uncertain","directional","raw_first_derivative_direction","X_d1","raw_directional",1,41,57,41,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,"positive_beta_increases_probability_of_target_increase","pairwise","Y",NA,NA,"X","Bayesian Logistic (brms)"
"original","X","dY",4.2879384363625,72.8161984302938,1,"activation",2.7779303,6.0217574,2.83457488,6.11045662,TRUE,"credible","directional","raw_first_derivative_direction","Y_d1","raw_directional",-1,66,32,32,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,"positive_beta_increases_probability_of_target_increase","pairwise","X",NA,NA,"Y","Bayesian Logistic (brms)"
"first_derivative","X_d1","dY",0.490792983201259,1.6336111326511,1,"activation",0.034843838,0.99968567,0.03033928465,0.9967561605,TRUE,"credible","directional","raw_first_derivative_direction","Y_d1","raw_directional",-1,66,32,32,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,"positive_beta_increases_probability_of_target_increase","pairwise","X",NA,NA,"Y","Bayesian Logistic (brms)"
"second_derivative","X_d2","dY",-1.98080227182375,0.137958512673639,-1,"inhibition",-3.0957251,-0.9945469,-3.1842504725,-1.0409007075,TRUE,"credible","directional","raw_first_derivative_direction","Y_d1","raw_directional",-1,66,32,32,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,"positive_beta_increases_probability_of_target_increase","pairwise","X",NA,NA,"Y","Bayesian Logistic (brms)"
"all_predictors","X","dY",5.7494635945125,314.022171884487,1,"activation",3.6695408,7.8551098,3.785411305,8.0303364075,TRUE,"credible","directional","raw_first_derivative_direction","Y_d1","raw_directional",-1,66,32,32,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,"positive_beta_increases_probability_of_target_increase","pairwise","X",NA,NA,"Y","Bayesian Logistic (brms)"
"all_predictors","X_d1","dY",1.412656015854,4.10684878665622,1,"activation",0.38984237,2.442728,0.393094081,2.4458307025,TRUE,"credible","directional","raw_first_derivative_direction","Y_d1","raw_directional",-1,66,32,32,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,"positive_beta_increases_probability_of_target_increase","pairwise","X",NA,NA,"Y","Bayesian Logistic (brms)"
"all_predictors","X_d2","dY",-1.4280947374931,0.239765303185565,-1,"inhibition",-3.8053738,1.106996,-4.17799228,0.817063427749998,FALSE,"uncertain","directional","raw_first_derivative_direction","Y_d1","raw_directional",-1,66,32,32,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,"positive_beta_increases_probability_of_target_increase","pairwise","X",NA,NA,"Y","Bayesian Logistic (brms)"
"original","Y","dY",-0.501686335972077,0.605508707162845,-1,"inhibition",-0.99005397,-0.051929162,-0.997868683,-0.0579564703500004,TRUE,"credible","directional","raw_first_derivative_direction","Y_d1","raw_directional",-1,66,32,32,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,"positive_beta_increases_probability_of_target_increase","pairwise","Y",NA,NA,"Y","Bayesian Logistic (brms)"
"second_derivative","Y_d2","dY",0.55089582569179,1.73480640612985,1,"activation",0.01928374,1.1398807,0.0301230771,1.1549847175,TRUE,"credible","directional","raw_first_derivative_direction","Y_d1","raw_directional",-1,66,32,32,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,"positive_beta_increases_probability_of_target_increase","pairwise","Y",NA,NA,"Y","Bayesian Logistic (brms)"
"all_predictors","Y","dY",-0.32514270120149,0.722424255476889,-1,"inhibition",-0.92542611,0.28509779,-0.947534626,0.27554455475,FALSE,"uncertain","directional","raw_first_derivative_direction","Y_d1","raw_directional",-1,66,32,32,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,"positive_beta_increases_probability_of_target_increase","pairwise","Y",NA,NA,"Y","Bayesian Logistic (brms)"
"all_predictors","Y_d2","dY",0.355685793753261,1.42715905551759,1,"activation",-0.3547262,1.0342226,-0.310017395,1.08169778,FALSE,"uncertain","directional","raw_first_derivative_direction","Y_d1","raw_directional",-1,66,32,32,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,"positive_beta_increases_probability_of_target_increase","pairwise","Y",NA,NA,"Y","Bayesian Logistic (brms)"
